Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD088895,CUST3990,Swiggy Instamart,56:29.5,34,Dairy,186,Items missing from order.,2,No,Yes
ORD059269,CUST2376,Blinkit,01:29.5,43,Beverages,187,"Horrible experience, never ordering again.",1,Yes,Yes
ORD019663,CUST4193,Blinkit,49:29.5,32,Grocery,1361,Delivery person was rude.,2,No,Yes
ORD049826,CUST3852,Swiggy Instamart,51:29.5,15,Beverages,599,Very satisfied with the service.,5,No,No
ORD001323,CUST6724,JioMart,03:29.5,18,Personal Care,1834,"Easy to order, loved it!",5,No,No
ORD037624,CUST2348,Blinkit,18:29.5,31,Personal Care,280,Very satisfied with the service.,5,No,No
ORD020087,CUST7714,Swiggy Instamart,59:29.5,37,Personal Care,1655,Very satisfied with the service.,5,No,No
ORD088366,CUST1780,Blinkit,01:29.5,16,Snacks,467,Very satisfied with the service.,5,No,No
ORD092896,CUST5189,Swiggy Instamart,12:29.5,49,Fruits & Vegetables,126,"Very late delivery, not happy.",2,Yes,Yes
ORD069588,CUST6937,Blinkit,18:29.5,43,Dairy,208,Packaging could be better.,3,Yes,No
ORD026587,CUST7113,Swiggy Instamart,00:29.5,32,Grocery,498,Wrong item delivered.,1,No,Yes
ORD039879,CUST2284,Blinkit,41:29.5,32,Fruits & Vegetables,489,Excellent experience!,5,No,No
ORD075299,CUST7169,Blinkit,09:29.5,41,Fruits & Vegetables,298,"Very late delivery, not happy.",2,Yes,Yes
ORD053979,CUST1670,JioMart,14:29.5,26,Fruits & Vegetables,566,"Easy to order, loved it!",5,No,No
ORD049674,CUST1074,JioMart,23:29.5,9,Beverages,865,Items missing from order.,2,No,Yes
ORD075962,CUST8788,Swiggy Instamart,45:29.5,43,Grocery,1034,"Horrible experience, never ordering again.",1,Yes,Yes
ORD025356,CUST8273,JioMart,42:29.5,27,Grocery,1480,"Horrible experience, never ordering again.",1,No,Yes
ORD027734,CUST7661,JioMart,41:29.5,21,Beverages,164,"Horrible experience, never ordering again.",1,No,Yes
ORD018006,CUST8556,Blinkit,15:29.5,25,Snacks,176,Packaging could be better.,3,No,No
ORD022673,CUST2966,Swiggy Instamart,59:29.5,13,Dairy,663,"Not fresh, disappointed.",2,No,Yes
ORD050381,CUST7672,Swiggy Instamart,44:29.5,49,Dairy,156,Packaging could be better.,3,Yes,No
ORD059039,CUST1243,JioMart,24:29.5,40,Fruits & Vegetables,216,Very satisfied with the service.,5,No,No
ORD043445,CUST1972,Swiggy Instamart,55:29.5,18,Dairy,225,Items missing from order.,2,No,Yes
ORD002281,CUST3756,JioMart,20:29.5,42,Snacks,461,"Very late delivery, not happy.",2,Yes,Yes
ORD077965,CUST9934,JioMart,45:29.5,27,Beverages,415,"Easy to order, loved it!",5,No,No
ORD096126,CUST8952,Swiggy Instamart,46:29.5,31,Dairy,618,"Very late delivery, not happy.",2,No,Yes
ORD077648,CUST6441,Swiggy Instamart,54:29.5,36,Dairy,288,"Horrible experience, never ordering again.",1,No,Yes
ORD031432,CUST3671,Swiggy Instamart,37:29.5,32,Snacks,471,"Horrible experience, never ordering again.",1,No,Yes
ORD031923,CUST7721,Blinkit,22:29.5,21,Dairy,202,"Easy to order, loved it!",5,No,No
ORD015809,CUST4268,Swiggy Instamart,18:29.5,26,Fruits & Vegetables,165,Packaging could be better.,3,No,No
ORD085542,CUST9905,Swiggy Instamart,12:29.5,29,Beverages,763,"Not fresh, disappointed.",2,No,Yes
ORD015496,CUST5559,Blinkit,54:29.5,28,Personal Care,527,Packaging could be better.,3,No,No
ORD077432,CUST9863,Blinkit,22:29.5,16,Beverages,827,Good quality products.,4,No,No
ORD057937,CUST1210,JioMart,57:29.5,32,Grocery,1317,Excellent experience!,5,No,No
ORD018950,CUST4831,JioMart,22:29.5,16,Personal Care,745,Items missing from order.,2,No,Yes
ORD022584,CUST4869,JioMart,48:29.5,38,Grocery,1417,Excellent experience!,5,No,No
ORD006749,CUST2253,Swiggy Instamart,58:29.5,30,Beverages,284,"Fast delivery, great service!",5,No,No
ORD080574,CUST2874,JioMart,01:29.5,28,Fruits & Vegetables,87,"Fast delivery, great service!",5,No,No
ORD053071,CUST6694,Blinkit,08:29.5,12,Grocery,798,Packaging could be better.,3,No,No
ORD001403,CUST6082,Swiggy Instamart,55:29.5,34,Personal Care,612,Packaging could be better.,3,No,No
ORD037782,CUST4089,Swiggy Instamart,17:29.5,25,Snacks,404,Good quality products.,4,No,No
ORD064680,CUST2500,Blinkit,05:29.5,34,Snacks,105,"Horrible experience, never ordering again.",1,No,Yes
ORD079961,CUST8765,Blinkit,23:29.5,36,Personal Care,1666,Quick and reliable!,5,No,No
ORD023788,CUST8704,Blinkit,04:29.5,30,Grocery,600,Items missing from order.,2,No,Yes
ORD030419,CUST4898,JioMart,31:29.5,49,Snacks,266,"Fast delivery, great service!",5,Yes,No
ORD059035,CUST3355,JioMart,58:29.5,34,Beverages,588,Delivery person was rude.,2,No,Yes
ORD020331,CUST7395,Swiggy Instamart,30:29.5,42,Fruits & Vegetables,282,"Horrible experience, never ordering again.",1,Yes,Yes
ORD095653,CUST4658,Swiggy Instamart,04:29.5,37,Beverages,635,Delivery person was rude.,2,No,Yes
ORD000884,CUST6654,Blinkit,51:29.5,29,Fruits & Vegetables,291,"Easy to order, loved it!",5,No,No
ORD041516,CUST5382,JioMart,48:29.5,19,Snacks,226,"Fast delivery, great service!",5,No,No
ORD014039,CUST1979,Swiggy Instamart,23:29.5,18,Fruits & Vegetables,446,"Very late delivery, not happy.",2,No,Yes
ORD044970,CUST7593,Blinkit,34:29.5,40,Dairy,187,Good quality products.,4,No,No
ORD032866,CUST8440,Blinkit,58:29.5,30,Grocery,1028,Delivery person was rude.,2,No,Yes
ORD079369,CUST4561,Swiggy Instamart,31:29.5,37,Dairy,444,"Very late delivery, not happy.",2,No,Yes
ORD003254,CUST2770,JioMart,28:29.5,15,Grocery,774,"Easy to order, loved it!",5,No,No
ORD002938,CUST6900,Blinkit,08:29.5,47,Dairy,438,Delivery person was rude.,2,Yes,Yes
ORD036839,CUST7516,JioMart,24:29.5,19,Snacks,246,Quick and reliable!,5,No,No
ORD025040,CUST5550,JioMart,44:29.5,28,Beverages,750,Quick and reliable!,5,No,No
ORD023395,CUST2680,Swiggy Instamart,14:29.5,16,Fruits & Vegetables,121,"Fast delivery, great service!",5,No,No
ORD081993,CUST7438,JioMart,56:29.5,39,Dairy,501,Items missing from order.,2,No,Yes
ORD056294,CUST3775,Blinkit,55:29.5,30,Grocery,1478,Items missing from order.,2,No,Yes
ORD001319,CUST2868,Blinkit,56:29.5,35,Fruits & Vegetables,476,Wrong item delivered.,1,No,Yes
ORD095285,CUST2905,JioMart,44:29.5,34,Grocery,973,Delivery person was rude.,2,No,Yes
ORD032593,CUST4058,Swiggy Instamart,11:29.5,40,Grocery,586,"Fast delivery, great service!",5,No,No
ORD086254,CUST2422,Swiggy Instamart,43:29.5,27,Fruits & Vegetables,196,Packaging could be better.,3,No,No
ORD079995,CUST1005,Blinkit,52:29.5,37,Beverages,923,Items missing from order.,2,No,Yes
ORD063781,CUST1481,Swiggy Instamart,11:29.5,18,Fruits & Vegetables,465,"Horrible experience, never ordering again.",1,No,Yes
ORD037109,CUST5818,JioMart,37:29.5,24,Snacks,66,"Not fresh, disappointed.",2,No,Yes
ORD001350,CUST2215,JioMart,32:29.5,18,Grocery,977,"Very late delivery, not happy.",2,No,Yes
ORD004791,CUST4558,Swiggy Instamart,34:29.5,30,Personal Care,264,Excellent experience!,5,No,No
ORD096595,CUST9738,Swiggy Instamart,26:29.5,26,Snacks,282,Good quality products.,4,No,No
ORD087445,CUST6233,Swiggy Instamart,47:29.5,43,Fruits & Vegetables,261,"Very late delivery, not happy.",2,Yes,Yes
ORD087608,CUST8304,Blinkit,46:29.5,46,Personal Care,832,Wrong item delivered.,1,Yes,Yes
ORD084334,CUST3155,Swiggy Instamart,59:29.5,30,Fruits & Vegetables,98,"Easy to order, loved it!",5,No,No
ORD058135,CUST6257,JioMart,37:29.5,34,Dairy,620,Packaging could be better.,3,No,No
ORD018635,CUST5656,Blinkit,19:29.5,45,Snacks,77,"Horrible experience, never ordering again.",1,Yes,Yes
ORD003394,CUST9561,Blinkit,03:29.5,26,Beverages,637,"Easy to order, loved it!",5,No,No
ORD072229,CUST8198,Blinkit,08:29.5,32,Grocery,1138,"Horrible experience, never ordering again.",1,No,Yes
ORD037588,CUST5806,Blinkit,42:29.5,32,Snacks,306,Quick and reliable!,5,No,No
ORD011447,CUST8933,Blinkit,01:29.5,32,Grocery,1057,Good quality products.,4,No,No
ORD092169,CUST2856,Swiggy Instamart,22:29.5,48,Dairy,345,"Horrible experience, never ordering again.",1,Yes,Yes
ORD033055,CUST1754,JioMart,57:29.5,32,Fruits & Vegetables,173,"Fast delivery, great service!",5,No,No
ORD093269,CUST1597,Swiggy Instamart,49:29.5,7,Personal Care,167,Delivery person was rude.,2,No,Yes
ORD059809,CUST4146,Blinkit,16:29.5,20,Dairy,306,Excellent experience!,5,No,No
ORD061578,CUST7272,JioMart,00:29.5,32,Personal Care,1865,"Very late delivery, not happy.",2,No,Yes
ORD049661,CUST7651,JioMart,23:29.5,29,Snacks,492,Wrong item delivered.,1,No,Yes
ORD011061,CUST1348,Swiggy Instamart,01:29.5,34,Snacks,245,Good quality products.,4,No,No
ORD001551,CUST8702,Swiggy Instamart,37:29.5,20,Grocery,1485,Excellent experience!,5,No,No
ORD080751,CUST5216,Swiggy Instamart,01:29.5,18,Snacks,185,"Horrible experience, never ordering again.",1,No,Yes
ORD004511,CUST4115,Blinkit,44:29.5,13,Dairy,546,"Easy to order, loved it!",5,No,No
ORD026439,CUST6201,Blinkit,50:29.5,34,Grocery,651,Wrong item delivered.,1,No,Yes
ORD086709,CUST4344,Blinkit,40:29.5,25,Snacks,167,Good quality products.,4,No,No
ORD083004,CUST7967,JioMart,30:29.5,32,Grocery,590,Good quality products.,4,No,No
ORD080167,CUST1901,Swiggy Instamart,05:29.5,26,Personal Care,1723,"Easy to order, loved it!",5,No,No
ORD048079,CUST2770,JioMart,32:29.5,15,Dairy,345,Wrong item delivered.,1,No,Yes
ORD016302,CUST3422,Swiggy Instamart,05:29.5,44,Snacks,422,Items missing from order.,2,Yes,Yes
ORD017495,CUST5165,JioMart,19:29.5,26,Dairy,627,Delivery person was rude.,2,No,Yes
ORD085699,CUST1072,JioMart,38:29.5,39,Snacks,132,Items missing from order.,2,No,Yes
ORD061706,CUST7508,Blinkit,23:29.5,49,Grocery,981,Good quality products.,4,Yes,No
ORD049149,CUST4208,Swiggy Instamart,25:29.5,26,Personal Care,1429,Quick and reliable!,5,No,No
ORD070173,CUST7874,JioMart,31:29.5,30,Personal Care,104,Quick and reliable!,5,No,No
ORD096223,CUST6948,Swiggy Instamart,49:29.5,5,Grocery,1369,Delivery person was rude.,2,No,Yes
ORD052413,CUST5486,Swiggy Instamart,46:29.5,24,Dairy,727,Excellent experience!,5,No,No
ORD097494,CUST3748,JioMart,33:29.5,49,Snacks,172,"Not fresh, disappointed.",2,Yes,Yes
ORD009094,CUST2156,Blinkit,03:29.5,25,Dairy,731,"Very late delivery, not happy.",2,No,Yes
ORD006268,CUST5420,JioMart,43:29.5,17,Fruits & Vegetables,74,Wrong item delivered.,1,No,Yes
ORD081824,CUST6905,JioMart,13:29.5,38,Snacks,434,Very satisfied with the service.,5,No,No
ORD040204,CUST6746,JioMart,16:29.5,42,Fruits & Vegetables,412,Quick and reliable!,5,Yes,No
ORD069326,CUST9195,Blinkit,26:29.5,37,Fruits & Vegetables,310,Packaging could be better.,3,No,No
ORD057863,CUST4674,JioMart,01:29.5,15,Grocery,740,Quick and reliable!,5,No,No
ORD052992,CUST4068,Swiggy Instamart,57:29.5,20,Snacks,448,Wrong item delivered.,1,No,Yes
ORD089246,CUST1403,JioMart,03:29.5,18,Snacks,147,Excellent experience!,5,No,No
ORD026874,CUST3641,JioMart,22:29.5,20,Dairy,656,Items missing from order.,2,No,Yes
ORD062597,CUST4914,Blinkit,42:29.5,29,Grocery,303,Quick and reliable!,5,No,No
ORD047746,CUST1140,JioMart,59:29.5,26,Beverages,495,Packaging could be better.,3,No,No
ORD040991,CUST4397,JioMart,21:29.5,18,Snacks,433,Items missing from order.,2,No,Yes
ORD013929,CUST8250,Swiggy Instamart,09:29.5,20,Beverages,906,"Horrible experience, never ordering again.",1,No,Yes
ORD094954,CUST3283,Swiggy Instamart,29:29.5,32,Snacks,132,Very satisfied with the service.,5,No,No
ORD018743,CUST1106,JioMart,19:29.5,35,Fruits & Vegetables,295,"Not fresh, disappointed.",2,No,Yes
ORD001058,CUST2592,Blinkit,38:29.5,40,Beverages,502,Excellent experience!,5,No,No
ORD004338,CUST9835,JioMart,00:29.5,19,Personal Care,1734,"Easy to order, loved it!",5,No,No
ORD034171,CUST6526,Blinkit,26:29.5,21,Dairy,374,"Very late delivery, not happy.",2,No,Yes
ORD096506,CUST9655,Blinkit,29:29.5,45,Personal Care,1963,Packaging could be better.,3,Yes,No
ORD002030,CUST8822,JioMart,48:29.5,24,Dairy,603,"Very late delivery, not happy.",2,No,Yes
ORD001431,CUST9843,Blinkit,03:29.5,27,Dairy,279,Wrong item delivered.,1,No,Yes
ORD035084,CUST8527,JioMart,37:29.5,30,Beverages,213,Excellent experience!,5,No,No
ORD033932,CUST7153,Blinkit,56:29.5,27,Snacks,314,"Horrible experience, never ordering again.",1,No,Yes
ORD055376,CUST5511,Blinkit,28:29.5,42,Snacks,189,"Very late delivery, not happy.",2,Yes,Yes
ORD022825,CUST9551,JioMart,08:29.5,41,Grocery,951,"Fast delivery, great service!",5,Yes,No
ORD073647,CUST6825,Swiggy Instamart,35:29.5,29,Dairy,601,Very satisfied with the service.,5,No,No
ORD025270,CUST7672,Swiggy Instamart,44:29.5,36,Dairy,614,Good quality products.,4,No,No
ORD064035,CUST8633,JioMart,08:29.5,24,Personal Care,150,"Fast delivery, great service!",5,No,No
ORD014806,CUST6920,Blinkit,25:29.5,40,Personal Care,1690,Packaging could be better.,3,No,No
ORD060298,CUST5328,Swiggy Instamart,06:29.5,35,Personal Care,1195,Wrong item delivered.,1,No,Yes
ORD050079,CUST4204,JioMart,56:29.5,20,Snacks,307,"Easy to order, loved it!",5,No,No
ORD031592,CUST6793,Swiggy Instamart,00:29.5,29,Beverages,783,Quick and reliable!,5,No,No
ORD000586,CUST7043,Blinkit,41:29.5,25,Snacks,325,"Horrible experience, never ordering again.",1,No,Yes
ORD036905,CUST9211,Blinkit,18:29.5,15,Personal Care,1481,"Easy to order, loved it!",5,No,No
ORD021333,CUST4725,Swiggy Instamart,06:29.5,25,Dairy,756,Delivery person was rude.,2,No,Yes
ORD039457,CUST5739,Swiggy Instamart,58:29.5,9,Beverages,966,Good quality products.,4,No,No
ORD012534,CUST2196,JioMart,42:29.5,19,Beverages,966,Good quality products.,4,No,No
ORD040816,CUST2434,Swiggy Instamart,36:29.5,27,Grocery,988,Quick and reliable!,5,No,No
ORD068317,CUST2642,Swiggy Instamart,47:29.5,41,Fruits & Vegetables,625,Quick and reliable!,5,Yes,No
ORD042918,CUST8669,JioMart,42:29.5,18,Beverages,732,Excellent experience!,5,No,No
ORD005216,CUST3270,Swiggy Instamart,53:29.5,31,Personal Care,888,"Easy to order, loved it!",5,No,No
ORD083013,CUST1069,Blinkit,46:29.5,17,Fruits & Vegetables,306,Packaging could be better.,3,No,No
ORD040200,CUST9156,Swiggy Instamart,34:29.5,27,Beverages,773,Delivery person was rude.,2,No,Yes
ORD064274,CUST3266,JioMart,49:29.5,40,Snacks,402,Wrong item delivered.,1,No,Yes
ORD088544,CUST3850,Blinkit,09:29.5,28,Personal Care,244,"Fast delivery, great service!",5,No,No
ORD000834,CUST8242,Swiggy Instamart,13:29.5,37,Dairy,550,Delivery person was rude.,2,No,Yes
ORD041273,CUST6867,Swiggy Instamart,37:29.5,36,Personal Care,1758,Quick and reliable!,5,No,No
ORD079343,CUST8360,Blinkit,50:29.5,22,Fruits & Vegetables,630,Wrong item delivered.,1,No,Yes
ORD035016,CUST5147,Swiggy Instamart,01:29.5,41,Beverages,475,"Horrible experience, never ordering again.",1,Yes,Yes
ORD066703,CUST8714,Swiggy Instamart,53:29.5,25,Beverages,821,"Fast delivery, great service!",5,No,No
ORD065644,CUST1709,JioMart,34:29.5,37,Personal Care,929,"Easy to order, loved it!",5,No,No
ORD018486,CUST8672,JioMart,50:29.5,37,Grocery,1013,Packaging could be better.,3,No,No
ORD033334,CUST4284,Blinkit,14:29.5,15,Grocery,1206,"Easy to order, loved it!",5,No,No
ORD013552,CUST8358,Blinkit,52:29.5,25,Snacks,371,"Fast delivery, great service!",5,No,No
ORD095261,CUST8684,Blinkit,28:29.5,28,Beverages,544,"Not fresh, disappointed.",2,No,Yes
ORD017673,CUST4757,Blinkit,50:29.5,42,Dairy,291,Delivery person was rude.,2,Yes,Yes
ORD023146,CUST1828,JioMart,25:29.5,41,Grocery,696,Packaging could be better.,3,Yes,No
ORD061130,CUST7358,JioMart,49:29.5,33,Dairy,272,Packaging could be better.,3,No,No
ORD069841,CUST1875,JioMart,48:29.5,27,Grocery,1282,"Very late delivery, not happy.",2,No,Yes
ORD096987,CUST7102,Blinkit,42:29.5,36,Grocery,1310,Quick and reliable!,5,No,No
ORD035754,CUST8002,Blinkit,49:29.5,40,Dairy,753,Packaging could be better.,3,No,No
ORD033460,CUST6745,Blinkit,41:29.5,24,Personal Care,1271,"Fast delivery, great service!",5,No,No
ORD014269,CUST6358,Swiggy Instamart,42:29.5,22,Personal Care,1296,"Easy to order, loved it!",5,No,No
ORD022187,CUST4803,Swiggy Instamart,36:29.5,31,Dairy,720,"Fast delivery, great service!",5,No,No
ORD015023,CUST9871,Swiggy Instamart,25:29.5,20,Personal Care,830,Excellent experience!,5,No,No
ORD011969,CUST6018,Blinkit,03:29.5,38,Snacks,80,"Horrible experience, never ordering again.",1,No,Yes
ORD028566,CUST8611,Swiggy Instamart,15:29.5,34,Fruits & Vegetables,637,Quick and reliable!,5,No,No
ORD025842,CUST1787,Swiggy Instamart,34:29.5,29,Personal Care,337,"Not fresh, disappointed.",2,No,Yes
ORD000279,CUST5915,Blinkit,50:29.5,28,Personal Care,254,Delivery person was rude.,2,No,Yes
ORD076183,CUST7444,JioMart,07:29.5,41,Personal Care,1092,"Easy to order, loved it!",5,Yes,No
ORD006149,CUST9804,Blinkit,15:29.5,38,Personal Care,495,"Very late delivery, not happy.",2,No,Yes
ORD061297,CUST1494,JioMart,34:29.5,24,Dairy,765,Items missing from order.,2,No,Yes
ORD077960,CUST7544,Swiggy Instamart,07:29.5,37,Snacks,216,Packaging could be better.,3,No,No
ORD014150,CUST3571,Swiggy Instamart,21:29.5,21,Fruits & Vegetables,370,Good quality products.,4,No,No
ORD047140,CUST2049,JioMart,54:29.5,25,Grocery,925,"Very late delivery, not happy.",2,No,Yes
ORD029518,CUST4964,JioMart,51:29.5,33,Snacks,316,"Very late delivery, not happy.",2,No,Yes
ORD010050,CUST8141,Blinkit,36:29.5,45,Snacks,135,"Horrible experience, never ordering again.",1,Yes,Yes
ORD053346,CUST4457,JioMart,47:29.5,35,Dairy,201,Excellent experience!,5,No,No
ORD075310,CUST4027,JioMart,33:29.5,8,Beverages,935,Excellent experience!,5,No,No
ORD020613,CUST5874,Swiggy Instamart,09:29.5,22,Snacks,234,"Easy to order, loved it!",5,No,No
ORD034287,CUST3023,JioMart,47:29.5,25,Dairy,379,"Easy to order, loved it!",5,No,No
ORD059397,CUST9810,Blinkit,07:29.5,40,Grocery,1161,"Not fresh, disappointed.",2,No,Yes
ORD038721,CUST7323,Blinkit,23:29.5,27,Personal Care,578,"Easy to order, loved it!",5,No,No
ORD031121,CUST3308,Swiggy Instamart,02:29.5,47,Fruits & Vegetables,281,Excellent experience!,5,Yes,No
ORD046500,CUST3532,Blinkit,21:29.5,31,Snacks,94,Wrong item delivered.,1,No,Yes
ORD031419,CUST7227,Blinkit,59:29.5,22,Personal Care,716,Quick and reliable!,5,No,No
ORD001573,CUST2033,Blinkit,21:29.5,27,Fruits & Vegetables,687,"Fast delivery, great service!",5,No,No
ORD078057,CUST3060,Blinkit,04:29.5,48,Personal Care,117,"Easy to order, loved it!",5,Yes,No
ORD053084,CUST1061,Swiggy Instamart,22:29.5,35,Snacks,398,Packaging could be better.,3,No,No
ORD027806,CUST5837,Swiggy Instamart,46:29.5,13,Beverages,788,"Horrible experience, never ordering again.",1,No,Yes
ORD096811,CUST7209,Swiggy Instamart,40:29.5,28,Grocery,402,"Horrible experience, never ordering again.",1,No,Yes
ORD097650,CUST8097,Blinkit,27:29.5,31,Snacks,51,"Easy to order, loved it!",5,No,No
ORD015843,CUST3223,JioMart,01:29.5,46,Fruits & Vegetables,303,"Easy to order, loved it!",5,Yes,No
ORD052853,CUST9501,JioMart,18:29.5,21,Snacks,392,Items missing from order.,2,No,Yes
ORD050138,CUST9913,JioMart,42:29.5,57,Snacks,149,"Horrible experience, never ordering again.",1,Yes,Yes
ORD027538,CUST7142,Swiggy Instamart,45:29.5,27,Dairy,608,Good quality products.,4,No,No
ORD011856,CUST1232,JioMart,42:29.5,45,Fruits & Vegetables,252,"Fast delivery, great service!",5,Yes,No
ORD041094,CUST7411,Swiggy Instamart,28:29.5,29,Grocery,632,Wrong item delivered.,1,No,Yes
ORD040942,CUST8117,Swiggy Instamart,20:29.5,25,Dairy,228,"Fast delivery, great service!",5,No,No
ORD078213,CUST6921,Swiggy Instamart,29:29.5,18,Snacks,254,"Very late delivery, not happy.",2,No,Yes
ORD070852,CUST9448,Swiggy Instamart,19:29.5,27,Fruits & Vegetables,326,"Fast delivery, great service!",5,No,No
ORD085907,CUST9361,JioMart,40:29.5,45,Dairy,755,"Not fresh, disappointed.",2,Yes,Yes
ORD070227,CUST7307,JioMart,24:29.5,38,Fruits & Vegetables,698,Wrong item delivered.,1,No,Yes
ORD017248,CUST4447,JioMart,15:29.5,19,Beverages,438,"Horrible experience, never ordering again.",1,No,Yes
ORD091331,CUST9364,JioMart,28:29.5,45,Snacks,245,Delivery person was rude.,2,Yes,Yes
ORD074412,CUST2129,Swiggy Instamart,51:29.5,7,Dairy,467,Delivery person was rude.,2,No,Yes
ORD013736,CUST8074,Blinkit,31:29.5,30,Snacks,77,"Easy to order, loved it!",5,No,No
ORD075534,CUST3725,JioMart,06:29.5,45,Beverages,504,"Very late delivery, not happy.",2,Yes,Yes
ORD019779,CUST3671,Blinkit,02:29.5,34,Personal Care,1494,Excellent experience!,5,No,No
ORD008094,CUST4018,Swiggy Instamart,28:29.5,21,Dairy,696,Packaging could be better.,3,No,No
ORD092534,CUST8294,Blinkit,59:29.5,28,Fruits & Vegetables,502,Excellent experience!,5,No,No
ORD082193,CUST6609,Blinkit,34:29.5,41,Personal Care,1569,Items missing from order.,2,Yes,Yes
ORD067484,CUST2109,JioMart,59:29.5,25,Beverages,964,Quick and reliable!,5,No,No
ORD046678,CUST3111,JioMart,39:29.5,39,Beverages,997,"Very late delivery, not happy.",2,No,Yes
ORD074258,CUST7256,JioMart,02:29.5,32,Personal Care,358,Very satisfied with the service.,5,No,No
ORD054569,CUST1224,Blinkit,27:29.5,8,Fruits & Vegetables,268,Quick and reliable!,5,No,No
ORD061461,CUST9083,JioMart,34:29.5,30,Personal Care,1964,Good quality products.,4,No,No
ORD031022,CUST8276,JioMart,25:29.5,23,Dairy,117,Excellent experience!,5,No,No
ORD002130,CUST2943,JioMart,22:29.5,34,Grocery,625,Quick and reliable!,5,No,No
ORD095185,CUST2478,JioMart,10:29.5,20,Beverages,129,Quick and reliable!,5,No,No
ORD011864,CUST5368,Blinkit,38:29.5,59,Personal Care,736,"Easy to order, loved it!",5,Yes,No
ORD055043,CUST6487,Blinkit,01:29.5,33,Personal Care,634,Wrong item delivered.,1,No,Yes
ORD014425,CUST3691,Blinkit,19:29.5,20,Personal Care,827,Quick and reliable!,5,No,No
ORD052151,CUST7118,JioMart,27:29.5,9,Dairy,673,Very satisfied with the service.,5,No,No
ORD009162,CUST8500,JioMart,59:29.5,43,Snacks,485,"Easy to order, loved it!",5,Yes,No
ORD042666,CUST7413,JioMart,05:29.5,46,Beverages,675,Wrong item delivered.,1,Yes,Yes
ORD007316,CUST2548,Swiggy Instamart,14:29.5,46,Personal Care,1162,Wrong item delivered.,1,Yes,Yes
ORD002181,CUST4621,Blinkit,44:29.5,26,Dairy,450,"Not fresh, disappointed.",2,No,Yes
ORD067359,CUST7722,JioMart,39:29.5,15,Beverages,219,"Not fresh, disappointed.",2,No,Yes
ORD009601,CUST5861,Swiggy Instamart,31:29.5,37,Dairy,730,Wrong item delivered.,1,No,Yes
ORD035737,CUST1930,JioMart,12:29.5,34,Fruits & Vegetables,482,"Easy to order, loved it!",5,No,No
ORD030465,CUST7374,Swiggy Instamart,33:29.5,24,Fruits & Vegetables,174,Quick and reliable!,5,No,No
ORD010572,CUST4608,Blinkit,19:29.5,6,Dairy,156,Very satisfied with the service.,5,No,No
ORD085767,CUST9151,JioMart,40:29.5,20,Fruits & Vegetables,436,"Horrible experience, never ordering again.",1,No,Yes
ORD006176,CUST1890,Blinkit,44:29.5,36,Fruits & Vegetables,363,Excellent experience!,5,No,No
ORD031197,CUST5567,Swiggy Instamart,01:29.5,21,Fruits & Vegetables,344,"Not fresh, disappointed.",2,No,Yes
ORD077458,CUST4014,JioMart,22:29.5,20,Snacks,437,Delivery person was rude.,2,No,Yes
ORD001222,CUST3347,JioMart,52:29.5,41,Dairy,588,Excellent experience!,5,Yes,No
ORD074449,CUST1703,JioMart,24:29.5,41,Dairy,185,"Fast delivery, great service!",5,Yes,No
ORD037038,CUST9282,Swiggy Instamart,38:29.5,35,Personal Care,1048,Delivery person was rude.,2,No,Yes
ORD016291,CUST9681,Swiggy Instamart,20:29.5,20,Grocery,771,Packaging could be better.,3,No,No
ORD025453,CUST4304,JioMart,53:29.5,24,Snacks,127,Very satisfied with the service.,5,No,No
ORD033563,CUST8957,JioMart,27:29.5,25,Personal Care,1692,"Easy to order, loved it!",5,No,No
ORD000656,CUST9041,Swiggy Instamart,35:29.5,37,Fruits & Vegetables,486,"Horrible experience, never ordering again.",1,No,Yes
ORD043384,CUST3586,Blinkit,33:29.5,43,Beverages,921,Items missing from order.,2,Yes,Yes
ORD064833,CUST1176,Swiggy Instamart,10:29.5,24,Dairy,527,"Horrible experience, never ordering again.",1,No,Yes
