Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD037692,CUST9637,Blinkit,41:29.5,16,Personal Care,1954,Very satisfied with the service.,5,No,No
ORD050195,CUST2468,Blinkit,14:29.5,25,Personal Care,355,Delivery person was rude.,2,No,Yes
ORD064798,CUST5897,Blinkit,02:29.5,26,Dairy,599,Very satisfied with the service.,5,No,No
ORD034273,CUST8032,JioMart,24:29.5,27,Snacks,156,"Easy to order, loved it!",5,No,No
ORD004051,CUST9736,Swiggy Instamart,18:29.5,28,Personal Care,1733,Good quality products.,4,No,No
ORD087072,CUST2985,Swiggy Instamart,10:29.5,24,Personal Care,744,Items missing from order.,2,No,Yes
ORD081773,CUST9257,JioMart,30:29.5,36,Snacks,404,Delivery person was rude.,2,No,Yes
ORD070997,CUST5267,Swiggy Instamart,41:29.5,19,Grocery,1459,Good quality products.,4,No,No
ORD004368,CUST1117,Swiggy Instamart,40:29.5,26,Fruits & Vegetables,611,Excellent experience!,5,No,No
ORD056346,CUST7826,JioMart,32:29.5,29,Dairy,320,"Horrible experience, never ordering again.",1,No,Yes
ORD045918,CUST9526,JioMart,49:29.5,36,Grocery,648,Wrong item delivered.,1,No,Yes
ORD046369,CUST7568,JioMart,45:29.5,39,Dairy,101,Items missing from order.,2,No,Yes
ORD090890,CUST1657,Blinkit,15:29.5,18,Grocery,1028,"Very late delivery, not happy.",2,No,Yes
ORD005074,CUST8796,JioMart,31:29.5,22,Grocery,1155,"Easy to order, loved it!",5,No,No
ORD035991,CUST3045,JioMart,29:29.5,28,Grocery,960,Delivery person was rude.,2,No,Yes
ORD010502,CUST3802,Swiggy Instamart,02:29.5,36,Dairy,788,Delivery person was rude.,2,No,Yes
ORD055930,CUST5839,JioMart,49:29.5,29,Dairy,399,"Very late delivery, not happy.",2,No,Yes
ORD011015,CUST6728,Swiggy Instamart,04:29.5,28,Dairy,550,Quick and reliable!,5,No,No
ORD080128,CUST4356,Blinkit,09:29.5,30,Personal Care,1156,Excellent experience!,5,No,No
ORD040039,CUST9716,Swiggy Instamart,12:29.5,33,Grocery,1257,Excellent experience!,5,No,No
ORD069576,CUST6907,Blinkit,51:29.5,32,Personal Care,1162,Good quality products.,4,No,No
ORD008787,CUST7200,JioMart,54:29.5,11,Personal Care,815,"Easy to order, loved it!",5,No,No
ORD060719,CUST8578,Blinkit,45:29.5,29,Beverages,253,Quick and reliable!,5,No,No
ORD055432,CUST6608,Swiggy Instamart,43:29.5,22,Beverages,412,Wrong item delivered.,1,No,Yes
ORD095341,CUST1428,Blinkit,36:29.5,20,Fruits & Vegetables,644,Packaging could be better.,3,No,No
ORD019213,CUST7194,Blinkit,27:29.5,26,Snacks,270,Wrong item delivered.,1,No,Yes
ORD094482,CUST4173,JioMart,53:29.5,30,Personal Care,1478,Very satisfied with the service.,5,No,No
ORD041047,CUST1620,JioMart,49:29.5,29,Beverages,775,Quick and reliable!,5,No,No
ORD003790,CUST9570,JioMart,20:29.5,14,Personal Care,488,"Not fresh, disappointed.",2,No,Yes
ORD090092,CUST9309,Blinkit,03:29.5,40,Personal Care,1882,"Easy to order, loved it!",5,No,No
ORD058117,CUST9840,Blinkit,56:29.5,26,Dairy,549,"Fast delivery, great service!",5,No,No
ORD022507,CUST5361,Blinkit,35:29.5,12,Snacks,159,Quick and reliable!,5,No,No
ORD017920,CUST7246,Blinkit,17:29.5,16,Personal Care,327,Quick and reliable!,5,No,No
ORD096635,CUST1640,JioMart,41:29.5,29,Fruits & Vegetables,523,"Fast delivery, great service!",5,No,No
ORD008570,CUST1388,JioMart,08:29.5,32,Personal Care,174,Wrong item delivered.,1,No,Yes
ORD088174,CUST5086,Blinkit,56:29.5,27,Beverages,830,"Very late delivery, not happy.",2,No,Yes
ORD045795,CUST7843,JioMart,22:29.5,38,Fruits & Vegetables,537,Wrong item delivered.,1,No,Yes
ORD073839,CUST2039,Swiggy Instamart,32:29.5,43,Dairy,783,Items missing from order.,2,Yes,Yes
ORD015461,CUST3127,JioMart,19:29.5,36,Grocery,994,"Not fresh, disappointed.",2,No,Yes
ORD008312,CUST5991,Blinkit,26:29.5,27,Beverages,924,"Very late delivery, not happy.",2,No,Yes
ORD064112,CUST4986,Swiggy Instamart,50:29.5,29,Beverages,832,"Not fresh, disappointed.",2,No,Yes
ORD009661,CUST2481,Swiggy Instamart,23:29.5,38,Personal Care,977,Excellent experience!,5,No,No
ORD000857,CUST5781,Swiggy Instamart,48:29.5,29,Dairy,679,"Horrible experience, never ordering again.",1,No,Yes
ORD057420,CUST8658,Blinkit,42:29.5,48,Snacks,464,"Very late delivery, not happy.",2,Yes,Yes
ORD040012,CUST7439,JioMart,34:29.5,53,Fruits & Vegetables,589,"Easy to order, loved it!",5,Yes,No
ORD021178,CUST9353,Swiggy Instamart,19:29.5,16,Grocery,1076,Items missing from order.,2,No,Yes
ORD085575,CUST4301,JioMart,29:29.5,25,Beverages,286,"Not fresh, disappointed.",2,No,Yes
ORD022154,CUST1924,Swiggy Instamart,33:29.5,11,Personal Care,560,"Horrible experience, never ordering again.",1,No,Yes
ORD066030,CUST4994,JioMart,00:29.5,25,Personal Care,1446,Wrong item delivered.,1,No,Yes
ORD011469,CUST2897,JioMart,56:29.5,21,Dairy,743,Wrong item delivered.,1,No,Yes
ORD065982,CUST1703,Blinkit,16:29.5,18,Beverages,770,Delivery person was rude.,2,No,Yes
ORD037238,CUST9718,Swiggy Instamart,45:29.5,43,Personal Care,299,Excellent experience!,5,Yes,No
ORD072376,CUST7476,Swiggy Instamart,09:29.5,40,Beverages,614,"Fast delivery, great service!",5,No,No
ORD083143,CUST3712,Swiggy Instamart,14:29.5,17,Personal Care,944,Very satisfied with the service.,5,No,No
ORD020283,CUST6352,Swiggy Instamart,07:29.5,43,Fruits & Vegetables,378,"Not fresh, disappointed.",2,Yes,Yes
ORD012388,CUST8877,Swiggy Instamart,18:29.5,27,Grocery,1403,Items missing from order.,2,No,Yes
ORD029870,CUST1853,JioMart,19:29.5,24,Beverages,178,"Very late delivery, not happy.",2,No,Yes
ORD078789,CUST9355,Blinkit,16:29.5,30,Grocery,494,"Very late delivery, not happy.",2,No,Yes
ORD069418,CUST8950,JioMart,21:29.5,37,Dairy,194,Packaging could be better.,3,No,No
ORD010900,CUST2100,JioMart,44:29.5,38,Snacks,478,Wrong item delivered.,1,No,Yes
ORD022740,CUST1848,JioMart,54:29.5,17,Snacks,420,Wrong item delivered.,1,No,Yes
ORD001415,CUST6928,Blinkit,38:29.5,25,Personal Care,1888,"Easy to order, loved it!",5,No,No
ORD030953,CUST7214,Blinkit,04:29.5,20,Beverages,863,Quick and reliable!,5,No,No
ORD056835,CUST6991,Blinkit,02:29.5,37,Fruits & Vegetables,64,Quick and reliable!,5,No,No
ORD038936,CUST5105,Blinkit,59:29.5,37,Personal Care,467,"Horrible experience, never ordering again.",1,No,Yes
ORD032201,CUST3182,Swiggy Instamart,23:29.5,32,Personal Care,1766,"Very late delivery, not happy.",2,No,Yes
ORD068845,CUST9040,Blinkit,25:29.5,21,Dairy,653,Excellent experience!,5,No,No
ORD045692,CUST3859,Swiggy Instamart,54:29.5,16,Beverages,272,"Very late delivery, not happy.",2,No,Yes
ORD072020,CUST4217,Swiggy Instamart,41:29.5,26,Grocery,1037,"Easy to order, loved it!",5,No,No
ORD080648,CUST2531,JioMart,48:29.5,38,Grocery,1389,Very satisfied with the service.,5,No,No
ORD020428,CUST6456,Blinkit,32:29.5,40,Fruits & Vegetables,122,"Fast delivery, great service!",5,No,No
ORD011896,CUST2331,Blinkit,46:29.5,28,Dairy,497,Items missing from order.,2,No,Yes
ORD004625,CUST6752,Blinkit,50:29.5,29,Beverages,707,"Not fresh, disappointed.",2,No,Yes
ORD029506,CUST1530,JioMart,09:29.5,36,Snacks,310,Items missing from order.,2,No,Yes
ORD012561,CUST8918,Swiggy Instamart,27:29.5,38,Grocery,1435,Good quality products.,4,No,No
ORD038943,CUST5844,JioMart,04:29.5,33,Fruits & Vegetables,78,"Horrible experience, never ordering again.",1,No,Yes
ORD069606,CUST5859,Blinkit,21:29.5,42,Beverages,678,Wrong item delivered.,1,Yes,Yes
ORD000574,CUST1508,Blinkit,50:29.5,37,Personal Care,1354,Good quality products.,4,No,No
ORD084866,CUST1088,Blinkit,29:29.5,43,Dairy,658,Items missing from order.,2,Yes,Yes
ORD051744,CUST8211,Blinkit,48:29.5,34,Personal Care,1874,Excellent experience!,5,No,No
ORD074337,CUST6080,JioMart,12:29.5,22,Beverages,101,"Fast delivery, great service!",5,No,No
ORD086885,CUST8738,Blinkit,06:29.5,42,Dairy,169,"Not fresh, disappointed.",2,Yes,Yes
ORD036239,CUST4779,Blinkit,15:29.5,53,Dairy,485,Excellent experience!,5,Yes,No
ORD050283,CUST9091,Blinkit,43:29.5,16,Fruits & Vegetables,601,Good quality products.,4,No,No
ORD007749,CUST9052,JioMart,44:29.5,40,Beverages,144,Very satisfied with the service.,5,No,No
ORD045120,CUST8340,Blinkit,36:29.5,13,Personal Care,310,Wrong item delivered.,1,No,Yes
ORD099912,CUST4027,Blinkit,58:29.5,23,Personal Care,1862,"Fast delivery, great service!",5,No,No
ORD073382,CUST2686,JioMart,01:29.5,32,Grocery,809,Excellent experience!,5,No,No
ORD060894,CUST6475,Blinkit,02:29.5,26,Personal Care,1511,Delivery person was rude.,2,No,Yes
ORD076179,CUST8429,JioMart,07:29.5,21,Fruits & Vegetables,147,Delivery person was rude.,2,No,Yes
ORD079844,CUST3497,JioMart,01:29.5,28,Personal Care,1545,Delivery person was rude.,2,No,Yes
ORD086324,CUST6960,Blinkit,49:29.5,28,Grocery,377,Excellent experience!,5,No,No
ORD098518,CUST5860,JioMart,39:29.5,32,Personal Care,875,Quick and reliable!,5,No,No
ORD076930,CUST1773,Blinkit,21:29.5,30,Dairy,320,Delivery person was rude.,2,No,Yes
ORD017962,CUST9739,Swiggy Instamart,39:29.5,38,Beverages,818,"Horrible experience, never ordering again.",1,No,Yes
ORD064846,CUST8690,JioMart,23:29.5,8,Beverages,427,"Easy to order, loved it!",5,No,No
ORD028287,CUST4551,JioMart,48:29.5,37,Grocery,473,Very satisfied with the service.,5,No,No
ORD016731,CUST3273,JioMart,10:29.5,26,Beverages,132,Delivery person was rude.,2,No,Yes
ORD067703,CUST4082,JioMart,07:29.5,22,Fruits & Vegetables,659,Delivery person was rude.,2,No,Yes
ORD081582,CUST3645,Blinkit,10:29.5,45,Personal Care,1906,"Easy to order, loved it!",5,Yes,No
ORD002743,CUST2526,Blinkit,13:29.5,5,Personal Care,1775,Excellent experience!,5,No,No
ORD091840,CUST4939,Swiggy Instamart,46:29.5,37,Snacks,251,Very satisfied with the service.,5,No,No
ORD051277,CUST8002,Swiggy Instamart,42:29.5,47,Snacks,172,"Very late delivery, not happy.",2,Yes,Yes
ORD010818,CUST8528,JioMart,44:29.5,35,Dairy,421,Quick and reliable!,5,No,No
ORD013414,CUST3438,JioMart,37:29.5,47,Beverages,183,Delivery person was rude.,2,Yes,Yes
ORD004646,CUST3654,JioMart,49:29.5,20,Dairy,598,Very satisfied with the service.,5,No,No
ORD024831,CUST2950,Blinkit,01:29.5,43,Grocery,756,Wrong item delivered.,1,Yes,Yes
ORD051478,CUST5903,JioMart,58:29.5,32,Fruits & Vegetables,676,Very satisfied with the service.,5,No,No
ORD060477,CUST2086,JioMart,59:29.5,24,Dairy,549,"Fast delivery, great service!",5,No,No
ORD009888,CUST1648,Swiggy Instamart,14:29.5,28,Snacks,146,Quick and reliable!,5,No,No
ORD077007,CUST1356,Swiggy Instamart,21:29.5,45,Grocery,869,Quick and reliable!,5,Yes,No
ORD080596,CUST4115,Blinkit,35:29.5,30,Beverages,597,Good quality products.,4,No,No
ORD072762,CUST2395,JioMart,15:29.5,33,Personal Care,705,Quick and reliable!,5,No,No
ORD097107,CUST1304,Swiggy Instamart,00:29.5,25,Beverages,975,"Not fresh, disappointed.",2,No,Yes
ORD053570,CUST3180,JioMart,29:29.5,33,Snacks,381,"Not fresh, disappointed.",2,No,Yes
ORD015627,CUST1065,Blinkit,22:29.5,27,Dairy,212,Good quality products.,4,No,No
ORD098423,CUST3690,JioMart,53:29.5,26,Fruits & Vegetables,246,"Very late delivery, not happy.",2,No,Yes
ORD038862,CUST8603,Swiggy Instamart,21:29.5,38,Personal Care,1255,Quick and reliable!,5,No,No
ORD024548,CUST4802,Swiggy Instamart,44:29.5,37,Beverages,986,Packaging could be better.,3,No,No
ORD078204,CUST7031,Blinkit,34:29.5,37,Fruits & Vegetables,268,Items missing from order.,2,No,Yes
ORD044525,CUST4326,JioMart,13:29.5,37,Personal Care,722,"Easy to order, loved it!",5,No,No
ORD000929,CUST4846,Swiggy Instamart,13:29.5,42,Personal Care,102,"Fast delivery, great service!",5,Yes,No
ORD030573,CUST4653,Swiggy Instamart,30:29.5,36,Personal Care,434,Good quality products.,4,No,No
ORD002175,CUST6224,Swiggy Instamart,23:29.5,38,Snacks,481,"Horrible experience, never ordering again.",1,No,Yes
ORD063408,CUST7696,JioMart,35:29.5,24,Grocery,1500,"Not fresh, disappointed.",2,No,Yes
ORD015467,CUST3651,Blinkit,18:29.5,34,Beverages,509,"Very late delivery, not happy.",2,No,Yes
ORD021288,CUST4918,JioMart,12:29.5,18,Personal Care,877,Items missing from order.,2,No,Yes
ORD068792,CUST9777,JioMart,24:29.5,40,Snacks,181,Excellent experience!,5,No,No
ORD064131,CUST6439,Blinkit,49:29.5,34,Beverages,247,Quick and reliable!,5,No,No
ORD042631,CUST7800,JioMart,51:29.5,22,Beverages,562,Good quality products.,4,No,No
ORD048460,CUST7362,Swiggy Instamart,03:29.5,29,Personal Care,1288,Items missing from order.,2,No,Yes
ORD008286,CUST6810,Blinkit,16:29.5,28,Snacks,295,"Fast delivery, great service!",5,No,No
ORD056545,CUST8330,Blinkit,17:29.5,39,Personal Care,1357,"Fast delivery, great service!",5,No,No
ORD036138,CUST7982,Swiggy Instamart,50:29.5,10,Personal Care,766,Quick and reliable!,5,No,No
ORD073918,CUST9547,Blinkit,56:29.5,11,Personal Care,1879,Delivery person was rude.,2,No,Yes
ORD056098,CUST5078,Swiggy Instamart,56:29.5,26,Beverages,343,"Very late delivery, not happy.",2,No,Yes
ORD025637,CUST2533,Blinkit,59:29.5,14,Snacks,484,"Easy to order, loved it!",5,No,No
ORD059976,CUST3597,Blinkit,14:29.5,31,Personal Care,1570,Packaging could be better.,3,No,No
ORD063100,CUST9575,JioMart,51:29.5,24,Personal Care,1881,Quick and reliable!,5,No,No
ORD056513,CUST1094,Blinkit,58:29.5,33,Fruits & Vegetables,386,Excellent experience!,5,No,No
ORD068414,CUST8596,Blinkit,32:29.5,42,Snacks,203,"Very late delivery, not happy.",2,Yes,Yes
ORD024264,CUST1048,Swiggy Instamart,50:29.5,37,Personal Care,384,"Easy to order, loved it!",5,No,No
ORD060420,CUST8573,JioMart,16:29.5,27,Grocery,888,Wrong item delivered.,1,No,Yes
ORD053043,CUST1812,Blinkit,29:29.5,45,Fruits & Vegetables,124,"Fast delivery, great service!",5,Yes,No
ORD092131,CUST9074,Blinkit,47:29.5,32,Beverages,484,Delivery person was rude.,2,No,Yes
ORD062661,CUST6077,Swiggy Instamart,05:29.5,29,Snacks,437,"Not fresh, disappointed.",2,No,Yes
ORD024014,CUST5468,Blinkit,00:29.5,33,Personal Care,948,Packaging could be better.,3,No,No
ORD012043,CUST3105,Swiggy Instamart,42:29.5,13,Grocery,1258,Good quality products.,4,No,No
ORD049784,CUST2749,JioMart,38:29.5,34,Personal Care,118,Good quality products.,4,No,No
ORD076815,CUST6805,Swiggy Instamart,55:29.5,22,Personal Care,1875,"Fast delivery, great service!",5,No,No
ORD015395,CUST8126,Blinkit,21:29.5,10,Dairy,259,"Not fresh, disappointed.",2,No,Yes
ORD073797,CUST6465,Blinkit,34:29.5,33,Fruits & Vegetables,273,"Fast delivery, great service!",5,No,No
ORD050179,CUST6652,JioMart,11:29.5,27,Snacks,418,"Easy to order, loved it!",5,No,No
ORD094485,CUST6501,JioMart,37:29.5,15,Dairy,577,"Very late delivery, not happy.",2,No,Yes
ORD000115,CUST5371,Blinkit,04:29.5,52,Grocery,623,"Fast delivery, great service!",5,Yes,No
ORD060900,CUST2713,Blinkit,09:29.5,39,Dairy,439,Items missing from order.,2,No,Yes
ORD059781,CUST5924,Blinkit,34:29.5,19,Dairy,254,Very satisfied with the service.,5,No,No
ORD062200,CUST4571,JioMart,01:29.5,36,Dairy,160,Excellent experience!,5,No,No
ORD076634,CUST7442,Blinkit,29:29.5,25,Fruits & Vegetables,664,Very satisfied with the service.,5,No,No
ORD037379,CUST2937,Swiggy Instamart,45:29.5,39,Beverages,609,"Not fresh, disappointed.",2,No,Yes
ORD006730,CUST2770,Blinkit,29:29.5,21,Snacks,487,Packaging could be better.,3,No,No
ORD005905,CUST6759,Swiggy Instamart,48:29.5,20,Dairy,563,Packaging could be better.,3,No,No
ORD065967,CUST2419,Blinkit,41:29.5,21,Dairy,191,Quick and reliable!,5,No,No
ORD014530,CUST8449,Swiggy Instamart,31:29.5,29,Fruits & Vegetables,69,"Easy to order, loved it!",5,No,No
ORD065586,CUST8074,JioMart,18:29.5,38,Fruits & Vegetables,325,"Fast delivery, great service!",5,No,No
ORD007336,CUST5342,Swiggy Instamart,56:29.5,32,Dairy,776,"Very late delivery, not happy.",2,No,Yes
ORD088468,CUST1119,JioMart,02:29.5,18,Dairy,257,Wrong item delivered.,1,No,Yes
ORD038224,CUST8504,JioMart,54:29.5,12,Beverages,979,Excellent experience!,5,No,No
ORD058175,CUST4302,JioMart,54:29.5,37,Fruits & Vegetables,480,Delivery person was rude.,2,No,Yes
ORD089551,CUST9688,JioMart,03:29.5,42,Snacks,76,Quick and reliable!,5,Yes,No
ORD004163,CUST6131,JioMart,57:29.5,26,Snacks,211,Packaging could be better.,3,No,No
ORD038540,CUST5868,JioMart,13:29.5,5,Fruits & Vegetables,475,"Horrible experience, never ordering again.",1,No,Yes
ORD069510,CUST7107,JioMart,28:29.5,31,Snacks,367,Delivery person was rude.,2,No,Yes
ORD033889,CUST3067,Swiggy Instamart,34:29.5,54,Fruits & Vegetables,606,Very satisfied with the service.,5,Yes,No
ORD038622,CUST3381,Swiggy Instamart,43:29.5,11,Snacks,174,"Very late delivery, not happy.",2,No,Yes
ORD096588,CUST6265,Swiggy Instamart,56:29.5,25,Grocery,232,Packaging could be better.,3,No,No
ORD010619,CUST5828,Swiggy Instamart,54:29.5,39,Fruits & Vegetables,364,Good quality products.,4,No,No
ORD038358,CUST7325,JioMart,25:29.5,24,Snacks,470,Items missing from order.,2,No,Yes
ORD042506,CUST2257,Swiggy Instamart,08:29.5,24,Personal Care,897,Wrong item delivered.,1,No,Yes
ORD032808,CUST9501,Blinkit,45:29.5,30,Dairy,585,Very satisfied with the service.,5,No,No
ORD056781,CUST4879,Blinkit,24:29.5,25,Fruits & Vegetables,95,"Fast delivery, great service!",5,No,No
ORD040369,CUST9316,Blinkit,32:29.5,27,Fruits & Vegetables,171,"Not fresh, disappointed.",2,No,Yes
ORD032387,CUST9352,Blinkit,54:29.5,36,Snacks,418,Delivery person was rude.,2,No,Yes
ORD017774,CUST6446,JioMart,07:29.5,28,Dairy,134,"Not fresh, disappointed.",2,No,Yes
ORD061122,CUST3120,Blinkit,51:29.5,28,Snacks,366,Delivery person was rude.,2,No,Yes
ORD017973,CUST8883,Blinkit,44:29.5,33,Grocery,630,"Horrible experience, never ordering again.",1,No,Yes
ORD064305,CUST9055,JioMart,26:29.5,36,Personal Care,1921,"Very late delivery, not happy.",2,No,Yes
ORD069596,CUST8023,Blinkit,37:29.5,24,Snacks,318,Packaging could be better.,3,No,No
ORD085583,CUST2967,Blinkit,13:29.5,30,Personal Care,658,"Horrible experience, never ordering again.",1,No,Yes
ORD014985,CUST4060,JioMart,45:29.5,37,Beverages,376,Very satisfied with the service.,5,No,No
ORD034607,CUST9600,JioMart,52:29.5,21,Fruits & Vegetables,338,Delivery person was rude.,2,No,Yes
ORD009495,CUST1844,Blinkit,05:29.5,30,Grocery,1056,Wrong item delivered.,1,No,Yes
ORD032072,CUST8739,Swiggy Instamart,58:29.5,20,Personal Care,283,Excellent experience!,5,No,No
ORD005170,CUST2442,JioMart,18:29.5,34,Snacks,320,"Easy to order, loved it!",5,No,No
ORD070610,CUST2397,Blinkit,37:29.5,34,Personal Care,173,Wrong item delivered.,1,No,Yes
ORD011318,CUST1127,JioMart,37:29.5,31,Fruits & Vegetables,110,Packaging could be better.,3,No,No
ORD042991,CUST8049,Swiggy Instamart,56:29.5,24,Dairy,626,Wrong item delivered.,1,No,Yes
ORD079977,CUST7714,JioMart,30:29.5,28,Dairy,351,Quick and reliable!,5,No,No
ORD060107,CUST2596,Swiggy Instamart,19:29.5,30,Dairy,312,"Easy to order, loved it!",5,No,No
ORD067710,CUST1181,Blinkit,01:29.5,31,Beverages,435,Very satisfied with the service.,5,No,No
ORD043943,CUST7302,Blinkit,53:29.5,32,Dairy,322,"Very late delivery, not happy.",2,No,Yes
ORD044018,CUST7926,Blinkit,39:29.5,41,Personal Care,1626,Very satisfied with the service.,5,Yes,No
ORD062413,CUST6759,Swiggy Instamart,33:29.5,14,Snacks,316,Excellent experience!,5,No,No
ORD027785,CUST3121,JioMart,15:29.5,20,Fruits & Vegetables,572,Items missing from order.,2,No,Yes
ORD021660,CUST1515,Blinkit,50:29.5,38,Grocery,252,Wrong item delivered.,1,No,Yes
ORD031376,CUST6840,Blinkit,01:29.5,11,Fruits & Vegetables,255,Wrong item delivered.,1,No,Yes
ORD082861,CUST9340,Blinkit,27:29.5,27,Beverages,537,Items missing from order.,2,No,Yes
ORD013344,CUST7778,Swiggy Instamart,10:29.5,34,Beverages,228,Good quality products.,4,No,No
ORD050615,CUST8244,JioMart,42:29.5,45,Grocery,1194,Items missing from order.,2,Yes,Yes
ORD034824,CUST7819,Swiggy Instamart,28:29.5,51,Beverages,352,Good quality products.,4,Yes,No
ORD015838,CUST9765,JioMart,57:29.5,35,Beverages,255,"Easy to order, loved it!",5,No,No
ORD085349,CUST1457,JioMart,29:29.5,25,Snacks,269,"Horrible experience, never ordering again.",1,No,Yes
ORD056730,CUST9272,JioMart,33:29.5,14,Grocery,1429,"Very late delivery, not happy.",2,No,Yes
ORD059923,CUST5587,Blinkit,09:29.5,24,Personal Care,343,Quick and reliable!,5,No,No
ORD033804,CUST2386,Blinkit,34:29.5,27,Personal Care,1328,Packaging could be better.,3,No,No
ORD019838,CUST9698,Swiggy Instamart,03:29.5,45,Fruits & Vegetables,446,Packaging could be better.,3,Yes,No
ORD021518,CUST4692,Blinkit,56:29.5,27,Beverages,869,"Not fresh, disappointed.",2,No,Yes
ORD091196,CUST8818,Swiggy Instamart,08:29.5,47,Dairy,762,"Easy to order, loved it!",5,Yes,No
ORD028011,CUST7992,JioMart,21:29.5,40,Grocery,1322,Very satisfied with the service.,5,No,No
ORD030221,CUST3282,Swiggy Instamart,02:29.5,31,Dairy,427,Good quality products.,4,No,No
ORD065202,CUST6809,Blinkit,00:29.5,37,Personal Care,1095,"Easy to order, loved it!",5,No,No
ORD022262,CUST9072,Swiggy Instamart,50:29.5,36,Fruits & Vegetables,411,Items missing from order.,2,No,Yes
ORD037116,CUST1127,JioMart,15:29.5,34,Snacks,232,Very satisfied with the service.,5,No,No
ORD044035,CUST7704,Blinkit,04:29.5,43,Beverages,365,"Easy to order, loved it!",5,Yes,No
ORD055594,CUST9936,JioMart,22:29.5,25,Personal Care,172,Delivery person was rude.,2,No,Yes
ORD034339,CUST6543,JioMart,59:29.5,42,Grocery,423,Good quality products.,4,Yes,No
ORD008951,CUST8496,JioMart,05:29.5,32,Fruits & Vegetables,640,Good quality products.,4,No,No
ORD052507,CUST7029,JioMart,44:29.5,25,Beverages,289,"Easy to order, loved it!",5,No,No
ORD084700,CUST7462,JioMart,02:29.5,27,Snacks,181,"Easy to order, loved it!",5,No,No
ORD028853,CUST9524,Blinkit,15:29.5,33,Beverages,380,Items missing from order.,2,No,Yes
ORD048595,CUST7821,Swiggy Instamart,01:29.5,41,Personal Care,130,Packaging could be better.,3,Yes,No
ORD073977,CUST3775,JioMart,24:29.5,13,Beverages,881,Wrong item delivered.,1,No,Yes
ORD045567,CUST1304,Blinkit,00:29.5,35,Beverages,807,Quick and reliable!,5,No,No
ORD087038,CUST2439,Swiggy Instamart,26:29.5,42,Beverages,504,"Not fresh, disappointed.",2,Yes,Yes
ORD011148,CUST3945,Swiggy Instamart,29:29.5,19,Fruits & Vegetables,570,"Easy to order, loved it!",5,No,No
ORD086810,CUST9711,JioMart,00:29.5,25,Dairy,306,Good quality products.,4,No,No
ORD072444,CUST4155,Swiggy Instamart,03:29.5,34,Fruits & Vegetables,436,"Fast delivery, great service!",5,No,No
ORD027725,CUST8080,JioMart,33:29.5,34,Dairy,567,"Easy to order, loved it!",5,No,No
ORD018093,CUST2097,Blinkit,18:29.5,33,Grocery,335,Good quality products.,4,No,No
ORD085627,CUST2385,Swiggy Instamart,01:29.5,23,Personal Care,1580,"Fast delivery, great service!",5,No,No
ORD090867,CUST6757,JioMart,38:29.5,25,Dairy,396,Good quality products.,4,No,No
ORD019357,CUST1737,Swiggy Instamart,24:29.5,21,Personal Care,1174,"Not fresh, disappointed.",2,No,Yes
ORD032833,CUST1189,JioMart,21:29.5,44,Fruits & Vegetables,682,Wrong item delivered.,1,Yes,Yes
ORD089333,CUST3397,Blinkit,39:29.5,22,Grocery,1015,"Fast delivery, great service!",5,No,No
ORD031334,CUST4049,Blinkit,44:29.5,26,Beverages,620,"Horrible experience, never ordering again.",1,No,Yes
ORD068941,CUST4769,Swiggy Instamart,04:29.5,49,Beverages,900,"Easy to order, loved it!",5,Yes,No
ORD032613,CUST1011,Blinkit,34:29.5,37,Grocery,285,"Horrible experience, never ordering again.",1,No,Yes
ORD041077,CUST3227,Swiggy Instamart,08:29.5,41,Dairy,129,"Easy to order, loved it!",5,Yes,No
ORD016784,CUST7233,JioMart,51:29.5,31,Personal Care,1331,"Not fresh, disappointed.",2,No,Yes
ORD041131,CUST9677,Swiggy Instamart,01:29.5,36,Personal Care,1489,Delivery person was rude.,2,No,Yes
ORD078319,CUST4634,Blinkit,46:29.5,59,Dairy,261,Items missing from order.,2,Yes,Yes
ORD072170,CUST4034,JioMart,53:29.5,17,Fruits & Vegetables,680,Delivery person was rude.,2,No,Yes
ORD004152,CUST6206,Swiggy Instamart,27:29.5,27,Dairy,756,Excellent experience!,5,No,No
